players,endpoint,latency
0,GAME_LIST,325
0,JOIN,207
0,STATE_GET,177
0,PLAY,207
0,PLAY,204
0,PLAY,169
0,PLAY,170
0,PLAY,172
0,PLAY,172
0,PLAY,174
0,PUSH_MESSAGE,1569500633751
0,PUSH_MESSAGE,1569500633752
0,PUSH_MESSAGE,1569500633761
0,PLAY,199
0,PUSH_MESSAGE,1569500633810
0,PLAY,196
0,PUSH_MESSAGE,1569500633987
0,PUSH_MESSAGE,1569500634015
0,PLAY,169
0,PLAY,182
0,PUSH_MESSAGE,1569500634411
0,PLAY,183
0,PUSH_MESSAGE,1569500634593
0,PLAY,202
0,PUSH_MESSAGE,1569500634722
0,PUSH_MESSAGE,1569500634737
0,PLAY,174
0,PUSH_MESSAGE,1569500634952
0,PLAY,187
0,PUSH_MESSAGE,1569500635115
0,PLAY,183
0,PUSH_MESSAGE,1569500635312
0,PLAY,201
0,PUSH_MESSAGE,1569500635489
0,PUSH_MESSAGE,1569500635491
0,PLAY,208
0,PUSH_MESSAGE,1569500635688
0,PLAY,181
0,PUSH_MESSAGE,1569500635931
0,PLAY,180
0,PUSH_MESSAGE,1569500636105
0,PLAY,198
0,PUSH_MESSAGE,1569500636241
0,PUSH_MESSAGE,1569500636256
0,PLAY,172
0,PUSH_MESSAGE,1569500636453
0,PLAY,182
0,PUSH_MESSAGE,1569500636634
0,PLAY,186
0,PUSH_MESSAGE,1569500636813
0,PLAY,202
0,PUSH_MESSAGE,1569500637016
0,PUSH_MESSAGE,1569500637017
0,PLAY,207
0,PUSH_MESSAGE,1569500637196
0,PUSH_MESSAGE,1569500637206
0,PLAY,343
0,PUSH_MESSAGE,1569500637460
0,PLAY,182
0,PUSH_MESSAGE,1569500637778
0,PLAY,202
0,PUSH_MESSAGE,1569500637947
0,PUSH_MESSAGE,1569500637954
0,PLAY,177
0,PUSH_MESSAGE,1569500638198
0,PLAY,182
0,PUSH_MESSAGE,1569500638316
0,PLAY,180
0,PUSH_MESSAGE,1569500638508
0,PLAY,181
0,PUSH_MESSAGE,1569500638680
0,PLAY,180
0,PUSH_MESSAGE,1569500638863
0,PLAY,199
0,PUSH_MESSAGE,1569500639057
0,PUSH_MESSAGE,1569500639065
0,PLAY,173
0,PLAY,185
0,PUSH_MESSAGE,1569500639417
0,PLAY,185
0,PUSH_MESSAGE,1569500639597
0,PLAY,191
0,PUSH_MESSAGE,1569500639784
0,PLAY,186
0,PUSH_MESSAGE,1569500639977
0,PLAY,206
0,PUSH_MESSAGE,1569500640172
0,PUSH_MESSAGE,1569500640173
0,PLAY,213
0,PUSH_MESSAGE,1569500640362
0,PUSH_MESSAGE,1569500640367
0,PLAY,183
0,PUSH_MESSAGE,1569500640699
0,PLAY,185
0,PUSH_MESSAGE,1569500640828
0,PLAY,184
0,PUSH_MESSAGE,1569500640965
0,PLAY,186
0,PUSH_MESSAGE,1569500641198
0,PLAY,215
0,PUSH_MESSAGE,1569500641324
0,PUSH_MESSAGE,1569500641324
0,PLAY,203
0,PUSH_MESSAGE,1569500641547
0,PUSH_MESSAGE,1569500641547
0,PLAY,184
0,PUSH_MESSAGE,1569500641800
0,PLAY,184
0,PUSH_MESSAGE,1569500641923
0,PLAY,186
0,PUSH_MESSAGE,1569500642131
0,PLAY,184
0,PUSH_MESSAGE,1569500642351
0,PLAY,203
0,PUSH_MESSAGE,1569500642478
0,PUSH_MESSAGE,1569500642491
0,PLAY,173
0,PLAY,184
0,PUSH_MESSAGE,1569500642855
0,PLAY,280
0,PUSH_MESSAGE,1569500643098
0,PLAY,191
0,PUSH_MESSAGE,1569500643374
0,PLAY,186
0,PUSH_MESSAGE,1569500643569
0,PLAY,201
0,PUSH_MESSAGE,1569500643700
0,PUSH_MESSAGE,1569500643703
0,PLAY,175
0,PLAY,186
0,PUSH_MESSAGE,1569500644082
0,PLAY,187
0,PUSH_MESSAGE,1569500644317
0,PLAY,185
0,PUSH_MESSAGE,1569500644451
0,PLAY,189
0,PUSH_MESSAGE,1569500644641
0,PLAY,192
0,PUSH_MESSAGE,1569500644826
0,PLAY,189
0,PUSH_MESSAGE,1569500645069
0,PLAY,210
0,PUSH_MESSAGE,1569500645205
0,PUSH_MESSAGE,1569500645208
0,PLAY,399
