players,endpoint,latency
0,GAME_LIST,1299
0,JOIN,227
0,STATE_GET,197
0,PLAY,796
0,PLAY,244
0,PLAY,183
0,PLAY,180
0,PLAY,177
0,PLAY,181
0,PLAY,183
0,PLAY,179
0,PLAY,179
0,PUSH_MESSAGE,1569500305834
0,PUSH_MESSAGE,1569500305836
0,PUSH_MESSAGE,1569500305837
0,PUSH_MESSAGE,1569500305838
0,PUSH_MESSAGE,1569500305839
0,PUSH_MESSAGE,1569500305923
0,PLAY,180
0,PUSH_MESSAGE,1569500306109
0,PLAY,180
0,PUSH_MESSAGE,1569500306330
0,PLAY,181
0,PLAY,194
0,PUSH_MESSAGE,1569500306554
0,PLAY,189
0,PUSH_MESSAGE,1569500306744
0,PLAY,215
0,PUSH_MESSAGE,1569500306936
0,PUSH_MESSAGE,1569500307078
0,PLAY,223
0,PUSH_MESSAGE,1569500307168
0,PLAY,191
0,PUSH_MESSAGE,1569500307372
0,PLAY,190
0,PUSH_MESSAGE,1569500307579
0,PUSH_MESSAGE,1569500307683
0,PLAY,180
0,PLAY,190
0,PUSH_MESSAGE,1569500307937
0,PLAY,187
0,PUSH_MESSAGE,1569500308120
0,PLAY,211
0,PUSH_MESSAGE,1569500308303
0,PUSH_MESSAGE,1569500308416
0,PLAY,180
0,PLAY,191
0,PUSH_MESSAGE,1569500308699
0,PLAY,189
0,PUSH_MESSAGE,1569500308904
0,PUSH_MESSAGE,1569500309012
0,PLAY,181
0,PLAY,187
0,PUSH_MESSAGE,1569500309259
0,PLAY,186
0,PUSH_MESSAGE,1569500309448
0,PLAY,190
0,PUSH_MESSAGE,1569500309636
0,PLAY,189
0,PUSH_MESSAGE,1569500309822
0,PLAY,207
0,PUSH_MESSAGE,1569500310029
0,PUSH_MESSAGE,1569500310119
0,PLAY,176
0,PLAY,189
0,PUSH_MESSAGE,1569500310399
0,PLAY,188
0,PUSH_MESSAGE,1569500310584
0,PLAY,191
0,PUSH_MESSAGE,1569500310770
0,PLAY,205
0,PUSH_MESSAGE,1569500310963
0,PUSH_MESSAGE,1569500311062
0,PLAY,212
0,PUSH_MESSAGE,1569500311164
0,PLAY,186
0,PUSH_MESSAGE,1569500311383
0,PLAY,189
0,PUSH_MESSAGE,1569500311575
0,PLAY,193
0,PUSH_MESSAGE,1569500311763
0,PLAY,187
0,PUSH_MESSAGE,1569500311950
0,PLAY,211
0,PUSH_MESSAGE,1569500312138
0,PUSH_MESSAGE,1569500312171
0,PLAY,209
0,PUSH_MESSAGE,1569500312351
0,PUSH_MESSAGE,1569500312379
0,PLAY,273
0,PUSH_MESSAGE,1569500312558
0,PLAY,193
0,PUSH_MESSAGE,1569500312831
0,PLAY,196
0,PUSH_MESSAGE,1569500313087
0,PLAY,186
0,PUSH_MESSAGE,1569500313242
0,PLAY,188
0,PUSH_MESSAGE,1569500313478
0,PLAY,188
0,PUSH_MESSAGE,1569500313642
0,PLAY,207
0,PUSH_MESSAGE,1569500313783
0,PUSH_MESSAGE,1569500313788
0,PLAY,179
0,PLAY,193
0,PUSH_MESSAGE,1569500314252
0,PLAY,184
0,PLAY,186
0,PUSH_MESSAGE,1569500314648
0,PUSH_MESSAGE,1569500314660
0,PLAY,186
0,PLAY,190
0,PLAY,185
0,PUSH_MESSAGE,1569500315146
0,PUSH_MESSAGE,1569500315147
0,PUSH_MESSAGE,1569500315148
0,PLAY,186
