players,endpoint,latency
0,GAME_LIST,951
0,JOIN,285
0,STATE_GET,188
0,PLAY,1295
0,PLAY,179
0,PLAY,174
0,PUSH_MESSAGE,1572771349505
0,PUSH_MESSAGE,1572771349507
0,PUSH_MESSAGE,1572771349509
0,PUSH_MESSAGE,1572771349510
0,PUSH_MESSAGE,1572771349512
0,PUSH_MESSAGE,1572771349514
0,PUSH_MESSAGE,1572771349515
0,PUSH_MESSAGE,1572771349517
0,PUSH_MESSAGE,1572771349519
0,PUSH_MESSAGE,1572771349553
0,PLAY,180
0,PUSH_MESSAGE,1572771349604
0,PUSH_MESSAGE,1572771349721
0,PLAY,181
0,PUSH_MESSAGE,1572771349782
0,PLAY,176
0,PUSH_MESSAGE,1572771349962
0,PLAY,187
0,PUSH_MESSAGE,1572771350142
0,PLAY,152
0,PLAY,188
0,PUSH_MESSAGE,1572771350486
0,PLAY,150
0,PLAY,191
0,PUSH_MESSAGE,1572771350815
0,PUSH_MESSAGE,1572771350819
0,PLAY,149
0,PLAY,168
0,PUSH_MESSAGE,1572771351172
0,PLAY,170
0,PUSH_MESSAGE,1572771351331
0,PLAY,228
0,PUSH_MESSAGE,1572771351495
0,PUSH_MESSAGE,1572771351505
0,PLAY,175
0,PUSH_MESSAGE,1572771351740
0,PUSH_MESSAGE,1572771351741
0,PUSH_MESSAGE,1572771351911
0,PUSH_MESSAGE,1572771352092
0,PUSH_MESSAGE,1572771352267
0,PUSH_MESSAGE,1572771352454
0,PUSH_MESSAGE,1572771352795
0,PLAY,1186
0,PUSH_MESSAGE,1572771351912
0,PLAY,159
0,PUSH_MESSAGE,1572771353091
0,PUSH_MESSAGE,1572771353142
0,PLAY,177
0,PUSH_MESSAGE,1572771353257
0,PUSH_MESSAGE,1572771353303
0,PLAY,175
0,PUSH_MESSAGE,1572771353436
0,PUSH_MESSAGE,1572771353473
0,PLAY,178
0,PUSH_MESSAGE,1572771353614
0,PLAY,181
0,PUSH_MESSAGE,1572771353789
0,PLAY,153
0,PLAY,184
0,PUSH_MESSAGE,1572771354116
0,PUSH_MESSAGE,1572771354121
0,PLAY,149
0,PLAY,170
0,PUSH_MESSAGE,1572771354460
0,PUSH_MESSAGE,1572771354463
0,PLAY,151
0,PLAY,164
0,PUSH_MESSAGE,1572771354778
0,PLAY,159
0,PUSH_MESSAGE,1572771354946
0,PLAY,175
0,PUSH_MESSAGE,1572771355104
0,PUSH_MESSAGE,1572771355114
0,PLAY,152
